id	B-cells	CD4+ T-cells	CD4+ Tcm	CD4+ memory T-cells	CD4+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	CD8+ naive T-cells	Memory B-cells	NK cells	NKT	Th2 cells	naive B-cells	pro B-cells
GSM1594934	0.1181	0.0419	0.0308	0.0164	0.024	0.0977	0.1089	0	0.0077	0.0427	0	0.0205	0	0.04	0.0088
GSM1594935	0.0287	0	0.0022	0	0.001	0.0317	0.0536	0.0014	0	0.0138	0.0024	0.0788	0	0.0085	0
GSM1594936	0.0497	0.0118	0.0263	0	0.011	0.0883	0.1125	0.0033	0.0056	0.0121	0	0.0451	0	0.0119	0
GSM1594937	0.0809	0.0166	0.0351	0	0.0325	0.0814	0.0627	0.0024	0.0086	0.028	4.00E-04	0.0494	4.00E-04	0.033	0
GSM1594938	0.0248	0	0	0	0	0	0.0241	0	0	0.008	0	0.108	0.0038	0.0109	0
GSM1594939	0.12	0	0	0	0.0124	0.0593	0.0475	0.0054	0.003	0.0359	0	0.0879	0	0.0348	0.0104
GSM1594940	0.0552	0	0.0042	0	0	0.0555	0.0684	0	0	0.0232	0	0.0733	0	0.0186	0
GSM1594941	0.1592	0.0042	0.0127	0	0.0097	0.0526	0.0706	0	0.0024	0.0511	0	0.0548	8.00E-04	0.0606	0.0177
GSM1594942	0.0474	0.006	0.0253	0	0.0105	0.0746	0.0772	0	0.0048	0.0073	0	0.0704	0.0026	0.0141	0.0024
GSM1594943	0.0738	0	0	0	3.00E-04	0.025	0.0224	0	0	0.0278	0	0.1531	0	0.0267	0
GSM1594944	0.0412	0	0	0	0	7.00E-04	0.009	0	0	0.0177	0	0.1422	0	0.0073	0
GSM1594945	0.1213	0	0	0	0	0	0	0	0	0.0552	0	0.0322	0	0.0401	0.0279
GSM1594946	0.2247	0.0162	0	0.0069	0.0066	0.0811	0.1012	0.0305	0.0014	0.0753	0	0.0494	0.004	0.074	0.0256
GSM1594947	0.0415	0	0	0	0	0.0529	0.0687	0.0064	0.0035	0.0117	0	0.0818	0.0104	0.0149	4.00E-04
GSM1594948	0.1303	0.0227	0	0.0052	0.0133	0.0493	0.1011	0.0011	0.0019	0.0404	0	0.029	0	0.0125	0.0085
GSM1594949	0.2257	0.0318	0.0385	0.0114	0.0243	0.0771	0.0922	0.0082	0.0063	0.078	0	0.0308	0	0.0889	0.026
GSM1594950	0.0742	0.0061	0.0342	0	3.00E-04	0.0566	0.0623	0	0.0058	0.0116	0	0.028	0.0054	0.0145	0.0099
GSM1594951	0.1208	0.0255	0.0083	0.0039	0.0302	0.1051	0.1046	0.0103	0.0078	0.0379	0	0.0242	0	0.0437	0.0121
GSM1594952	0.0582	0.009	0.013	0	0.0147	0.1028	0.085	0.0194	0.0081	0.0244	0	0.0567	0	0.0254	0.0017
GSM1594953	0.0525	0	0	0	0	0.0085	0.0519	0	0	0.0298	0	0.0585	0	0.0057	0.0061
GSM1594954	0.181	0.0112	0.0184	0	0.0145	0.0392	0.038	0.0046	0	0.0536	0	0.0665	0	0.0745	0.0178
GSM1594955	0.0887	0.0021	0	0	0	0.0954	0.0831	0.0254	0.0037	0.0301	0.0019	0.0428	0	0.0302	0.0096
GSM1594956	0.1798	0.0558	0.0312	0.0185	0.0464	0.0964	0.1	0.0322	0.0056	0.0479	0	0.0204	0	0.0423	0.0304
GSM1594957	0.1327	0.0256	0.0425	0.0079	0.0035	0.0453	0.0584	0	2.00E-04	0.0483	0	0.0375	0	0.0271	0.0026
GSM1594958	0.1477	0.0159	0.037	0	0	0.0702	0.0656	0	0.0043	0.0673	0	0.0305	0	0.0564	0.0135
GSM1594959	0.1668	0.0402	0.0325	0.0119	0.0293	0.0995	0.1197	0.0046	0.0077	0.0557	0	0.0253	0.0056	0.0443	0.02
GSM1594960	0.0989	0	0	0	0	0	0	0	0	0.0466	0	0.0128	0	0.0461	0.023
GSM1594961	0.1164	0.0036	0.0167	0	0.0283	0.078	0.084	0	0	0.0445	0	0.1151	0	0.0408	0.0101
GSM1594962	0.1327	0.0241	0.0223	0	0.0303	0.1062	0.0858	0.0274	0.0069	0.0424	0	0.0235	0	0.0628	0.0161
GSM1594963	0.1163	0.0111	0.0182	0.0018	0.0405	0.0806	0.0838	0.0128	0.0027	0.0418	0	0.0335	0.0164	0.0454	0.0065
GSM1594964	0.1978	0.0047	0.0226	0	0.0132	0.0628	0.0521	0	0.0018	0.0633	0	0.1441	0	0.0762	0.0114
GSM1594965	0.0375	0.0011	0	0	0	0.0528	0.0793	0.0163	0	0.0158	0	0.0567	0	0.0116	3.00E-04
GSM1594966	0.0978	0.0342	0.0228	0	0.037	0.1089	0.1095	0.0035	0.0046	0.0408	0	0.0315	0	0.0272	0.0107
GSM1594967	0.181	0.031	0.0132	0.0078	0.025	0.088	0.129	0.02	0.0076	0.0622	0.0095	0.038	0	0.0529	0.0146
GSM1594968	0.1793	0.0434	0.0068	0.0055	0.0522	0.1081	0.1384	0.0398	0.0177	0.0653	0.0016	0.0394	0.0045	0.0819	0.0272
GSM1594969	0.0545	0.0144	0.0064	0	0.0125	0.0585	0.092	0	0.0012	0.0145	0	0.0734	0	0.0186	0
GSM1594970	0.0183	0	0	0	0	0.0754	0.1017	0.0114	0.007	0	0	0.0626	0.0443	0.008	0.0017
GSM1594971	0.2211	0.0339	0.0312	0.0045	0.0274	0.09	0.0847	0	0.0092	0.0674	0	0.0298	0	0.0882	0.0236
GSM1594972	0.1983	0	0	0	0.004	0.0262	0.0678	0	0	0.0755	0	0.1042	0.0037	0.0666	0.032
GSM1594973	0.1106	0.0203	0.0172	0	0.0081	0.0772	0.0882	0.0041	0.0037	0.0256	0	0.0281	0.0064	0.0369	0.0088
GSM1594974	0.1249	0	0	0	0	0.0925	0.0994	0.0098	0.0065	0.0371	0	0.049	0.0016	0.042	0.0097
GSM1594975	0.1141	0.0187	0.0052	0.0014	0.0268	0.098	0.1177	0.0125	0.0032	0.0295	0.0018	0.063	0.033	0.0407	0.0093
GSM1594976	0.1688	0.048	0.0269	0.015	0.0587	0.1325	0.1336	0.003	0.0132	0.0467	0	0.0189	0.0105	0.0633	0.016
GSM1594977	0.0704	0	0	0	0	0.0128	0.041	0.0016	0.0032	0.0252	0	0.1113	0	0.0273	0.0023
GSM1594978	0.0738	0.0052	0.0174	0	0.0062	0.0313	0.0308	0	0.0039	0.0389	0	0.0807	0	0.0291	0
GSM1594979	0.0629	0	0	0	0	0	0.0216	0	4.00E-04	0.0329	0	0.0423	0	0.0172	0.002
GSM1594980	0.108	0.0363	0.0207	0.0106	0.0205	0.0609	0.1044	0.0078	0.0049	0.0338	0	0.0635	0	0.0125	0.0074
GSM1594981	0.0848	0.0369	0.0308	0.01	0.0446	0.1442	0.1388	0.0107	0.012	0.024	0	0.0107	0	0.0349	0.0037
GSM1594982	0.0285	0	0	0	0	0.0378	0.0675	0.0155	5.00E-04	0.0133	0	0.0611	0	0.0119	0.0021
GSM1594983	0.0828	0	0	0	0.0018	0.0434	0.044	0	0	0.0307	0	0.0715	0	0.0318	0
GSM1594984	0.0255	0	0.0031	0	0	0.0243	0.0484	0	0.0022	0.0115	0	0.0712	0	0.0022	2.00E-04
GSM1594985	0.141	0.032	0.0044	4.00E-04	0.0439	0.1184	0.1094	0.0026	0.0124	0.0476	0	0.0228	0	0.0596	0.0145
GSM1594986	0.0499	6.00E-04	0.0044	0	0.0059	0.0348	0.0363	0	0	0.021	0	0.0656	0.0014	0.0161	0
GSM1594987	0.0098	0	0	0	0	0	0.0236	0	0	0.0033	0	0.0916	0	0.0058	0
GSM1594988	0.0267	0	0	0	0	0.0024	0.0106	0	0	0.0113	0	0.0851	0	0.0092	0
GSM1594989	0.0041	0	0	0	0	0.0224	0.0494	0	0	0	0	0.0915	0	0.0086	0
GSM1594990	0.1619	0.0517	0.04	0.0197	0.0474	0.0741	0.0912	0	7.00E-04	0.0527	0	0.025	0.0114	0.0624	0.0158
GSM1594991	0.1793	0.0606	0.0532	0.0284	0.052	0.0389	0.0628	0	0	0.0649	0	0.0087	0	0.057	0.0147
GSM1594992	0.1575	0.0289	0.0281	0.0087	0.0186	0.0719	0.0741	0.0045	0.0075	0.0455	0	0.0191	0	0.0473	0.0224
GSM1594993	0.0218	0	0	0	8.00E-04	0.0123	0.0394	0	0	0.0046	0	0.0973	0	0.0071	0
GSM1594994	0.0888	0	0.0193	0	0	0.0268	0.0246	0	1.00E-04	0.0309	0	0.0337	0	0.0377	0.0146
GSM1594995	0.1883	0.0431	0.0357	0	0.0545	0.1111	0.1068	0.0126	0.0155	0.0731	0	0.0165	0	0.0833	0.0252
GSM1594996	0.0228	0	0	0	0	0.0057	0.0267	0	0	0.0049	0	0.1504	0	0.0191	0
GSM1594997	0.0828	0	0.0146	0	0.0052	0.0364	0.0586	0	0	0.0325	0	0.1031	0	0.0331	0
GSM1594998	0.05	0	0	0	0	0	0.0135	0	0	0.0201	0	0.0628	0	0.0216	0.0026
GSM1594999	0.1383	0.0198	0.0288	0	0.0289	0.0637	0.0636	0.0067	0.006	0.0585	0	0.0746	0	0.0601	0.0134
GSM1595000	0.0475	0	0	0	0	0.0614	0.0945	0.0234	0.0025	0.0181	0	0.0585	0	0.0117	2.00E-04
GSM1595001	0.1745	0.0264	0.0178	0.0094	0.0194	0.0805	0.1298	0	0.0043	0.0697	0	0.0654	0	0.054	0.0222
GSM1595002	0.0698	0.0195	0.0047	0.0053	0.031	0.0548	0.0618	0	0.001	0.0195	0	0.0614	0.0077	0.0304	0.002
GSM1595003	0.2214	0.0355	0.0239	0.0142	0.0232	0.0635	0.0785	0.0049	0.0042	0.0864	0	0.0175	0	0.0711	0.0324
GSM1595004	0.1145	0	0.0033	0	0	0.0082	0.0453	0	0	0.0479	0	0.0745	0	0.0381	0.0102
GSM1595005	0.0347	0.0153	0.0221	0.0095	0.0103	0.058	0.0794	0	0	0.0092	0	0.0561	0	0.0142	0
GSM1595006	0.1141	0	0	0	0	0	0.0135	0	0	0.0414	0	0.0313	0	0.045	0.0159
GSM1595007	0.0191	0	0	0	0	0.0198	0.0329	0	0	0.0069	0	0.0601	0	0.012	0.0015
GSM1595008	0.1294	0.0281	0.0142	2.00E-04	0.0392	0.1401	0.1222	0.0211	0.0132	0.0454	0	0.0421	0.001	0.0506	0.012
GSM1595009	0.1758	0.0287	0.0211	0.0052	0.025	0.072	0.0884	0	0.0065	0.0571	0	0.0026	0	0.0573	0.0285
GSM1595010	0.065	0.0068	0.0113	2.00E-04	0.0129	0.0561	0.0888	0	8.00E-04	0.0217	0	0.0482	0	0.0215	2.00E-04
GSM1595011	0.0948	0	0.0053	0	0.007	0.0749	0.0671	0	0.0032	0.0432	0	0.0273	0	0.0296	0.003
GSM1595012	0.0764	0.0262	0.0093	0.0071	0.0217	0.0809	0.11	0	0.0057	0.0288	0	0.0556	0	0.0337	0
GSM1595013	0.1266	0.007	0.0194	7.00E-04	0.0184	0.0443	0.0587	0	0	0.0346	0	0.1089	0	0.0439	0
GSM1595014	0.1939	0.0314	0.0019	0.013	0.0225	0.0587	0.0781	0	0.0025	0.0641	0	0.0513	0.0051	0.0615	0.0113
GSM1595015	0.0786	0.0134	0.0217	0.0059	0.0067	0.0558	0.0911	0	0.0038	0.0299	0	0.0551	0	0.0184	0.0036
GSM1595016	0.0813	0.0107	0.0219	0	0.0037	0.0666	0.086	0.0049	0.0037	0.0261	0	0.0419	0.0108	0.0315	0.002
GSM1595017	0.1166	0.0369	0.021	0.0055	0.0433	0.1338	0.1098	0.0218	0.0068	0.0361	0	0.0243	0	0.0414	0.0085
GSM1595018	0.0555	0.0487	0.0455	0.0164	0.0282	0.1147	0.1421	0.0115	0.0087	0.006	0	0.0214	0	0.02	0
GSM1595019	0.175	0.0119	0.0185	0.0131	0.0038	0.0369	0.063	0	4.00E-04	0.0532	0	0.0412	0	0.069	0.0275
GSM1595020	0.1682	0.0226	0.0197	0.0105	0.0225	0.0679	0.0838	0	0.0034	0.0441	0	0.0387	0	0.0537	0.0164
GSM1595021	0.1755	0.0042	0.0027	0.0019	0	0.0499	0.0822	4.00E-04	0	0.0536	0	0.025	0.0165	0.0721	0.0257
GSM1595022	0.2864	0.0446	0.0169	0.0206	0.0452	0.0571	0.0938	0	0.0053	0.0965	0	0.0143	0	0.1176	0.0276
GSM1595023	0.0513	0	0.0068	0	0.0059	0.0456	0.0519	0	0.0055	0.0255	0	0.0738	0.0096	0.0177	0
GSM1595024	0.192	0.0327	0.0387	0.0115	0.0245	0.0708	0.102	0.0042	0.0067	0.0562	2.00E-04	0.0472	0	0.061	0.0177
GSM1595025	0.0971	0.0132	0.0239	7.00E-04	0.0162	0.08	0.1061	0	1.00E-04	0.0325	0	0.0691	0	0.0333	0
GSM1595026	0.0076	0	0.0224	0	0	0.0283	0.0233	0	0	0.0012	0	0.0351	0	0.0119	0.0093
GSM1595027	0.0725	0	0.0131	0	0.002	0.0135	0.0417	0	0	0.0241	0	0.0883	0	0.0306	0
GSM1595028	0.149	0.0267	0.0242	0	0.0421	0.1493	0.1115	0.0131	0.0158	0.0492	0	0.0286	0	0.0603	0.0162
GSM1595029	0.1189	0.0129	0.0543	0	0.0091	0.0813	0.0884	0	0.009	0.0424	0	0.0407	0	0.0504	0.0095
GSM1595030	0.3059	0.0289	0.0207	0.0025	0.0291	0.0526	0.057	0	0.01	0.1051	0	0.0265	0	0.068	0.049
GSM1595031	0.0241	0	8.00E-04	0	0	0.031	0.0619	0	0.0018	0.0035	0	0.0719	0	0.0093	0
GSM1595032	0.1289	0.0329	0.0321	0.0094	0.0136	0.0681	0.073	0.0081	0.0049	0.0491	0	0.0383	0.0305	0.0328	0.0206
GSM1595033	0.0344	0	0	0	0	0	0.0128	0	0	0.0138	0	0.1451	0	0.0161	0
GSM1595034	0.131	0.0043	0	0	0	0.0447	0.0815	0.0154	0.0032	0.0442	0	0.032	0	0.0252	0.0097
GSM1595035	0.0975	0	0	0	0.0015	0	0.0105	0	0	0.0278	0	0.1161	0	0.0196	0.0033
GSM1595036	0.1226	0.0018	0.0174	0	0.0036	0.0259	0.0331	0	0	0.0445	0	0.0748	0	0.0413	0.0013
GSM1595037	0.11	0.0135	0.0267	0	0.0293	0.1054	0.1002	0	0.0061	0.0369	0	0.0429	0	0.0449	0.0099
GSM1595038	0.081	0.0102	0.0174	0	1.00E-04	0.0324	0.0375	0	0.0014	0.0375	0	0.0522	0.0143	0.035	0.0013
GSM1595039	0.0756	0.0255	0.0306	0	0.0212	0.0484	0.0452	0	0.0061	0.0288	0	0.0586	0	0.0224	0
GSM1595040	0.1846	0.0062	0.002	2.00E-04	0	0.0941	0.1092	0.0175	0.0029	0.0492	0	0.0082	0	0.0782	0.0203
GSM1595041	0.1387	0	0.0099	0	0.005	0.0237	0.0247	0	0.0045	0.0491	0	0.104	0	0.0429	0.011
GSM1595042	0.0972	0.018	0.0169	0.0024	0.0225	0.0646	0.0996	0.0076	0.0095	0.0269	0	0.013	0.0279	0.035	0.0114
GSM1595043	0.0321	0	0.0119	0	0.0084	0.0223	0.0289	0	8.00E-04	0.0147	0	0.0358	0	0.0087	0
GSM1595044	0.0814	0.0094	0.0133	0	0.0207	0.0577	0.0645	4.00E-04	0.0068	0.0172	0	0.0515	0	0.0285	0
GSM1595045	0.035	0	0.0163	0	0	0.0313	0.0653	0	0.0015	0.017	0	0.0924	0.0017	0.0085	0
GSM1595046	0.1208	0.033	0.0203	0	0.0519	0.0829	0.0556	0.003	0.0044	0.0425	0	0.0816	0	0.0531	0.0088
GSM1595047	0	0	0	0	0	0	0.0234	0	0	0	0	0.0215	0	0.0151	0
GSM1595048	0.054	0	0.0112	0	0.0141	0.0555	0.0548	0	0.0048	0.0143	0	0.1227	0	0.0197	0
GSM1595049	0.0809	0.0192	0.0498	0	0.0132	0.1084	0.1118	0	0.01	0.0199	0	0.0112	0	0.0262	0.0027
GSM1595050	0.081	0.0111	0.01	0	0.0254	0.0338	0.0499	0	0.001	0.0267	0	0.0606	0	0.0263	0.0084
GSM1595051	0.0408	0.002	0.0049	0	0	0.0321	0.0493	0	0.001	0.0154	0	0.1224	0	0.008	0
GSM1595052	0.1972	0.0509	0.0053	0.0186	0.0731	0.1307	0.1183	0.0242	0.0158	0.0646	0	0.0237	0	0.0783	0.0254
GSM1595053	0.1986	0.0191	0.0303	0	0.0265	0.0625	0.05	0.0057	0.0101	0.0659	0	0.027	0	0.0862	0.0297
GSM1595054	0.1814	0	0	0	0	0	0.0138	0	0	0.0647	0	0.1143	0	0.0638	0.0206
GSM1595055	0.0808	0.0019	0.0231	0	0.0171	0.0969	0.0752	0.0158	0.0052	0.0236	0	0.0873	0.0092	0.0259	0
GSM1595056	0.0474	0.0081	0.0223	0	0.0202	0.0447	0.0685	0	0.0072	0.0185	0	0.0509	0	0.0108	0.0014
GSM1595057	0.041	0.0107	0.0036	0	0.0342	0.0638	0.0723	0.0024	0.0057	0.0167	0	0.0405	0	0.0127	0.0032
GSM1595058	0.151	3.00E-04	0.0171	0	0.0077	0.0336	0.0328	0	0.0025	0.0554	0	0.0655	0	0.0566	0.0181
GSM1595059	0.1784	0.0112	0.0289	0	0.0191	0.0349	0.0225	0	0.0037	0.056	0	0.0481	0	0.0759	0.0254
GSM1595060	0.1192	0	0.0087	0	0	0.0585	0.0824	0.0065	0.0066	0.0414	0	0.0227	0.0175	0.0388	0.0281
GSM1595061	0.0632	0	0.0166	0	0	0.034	0.0372	0	9.00E-04	0.0108	0	0.0431	0	0.0198	0.0194
GSM1595062	0.0313	0	0	0	0.0086	0.0195	0.0354	0	0.003	0.0063	0	0.0792	0	0.0048	0
GSM1595063	0.0381	0	0	0	0.0123	0.0247	0.0383	0	0	0.0128	0	0.162	0	0.0118	0
GSM1595064	0.0058	0	0	0	0.0076	0.0101	0.013	0	0	0	0	0.0344	0	0.0063	0.0151
GSM1595065	0.159	0.0403	0.046	0.0013	0.0365	0.0551	0.0629	0.0039	0.0075	0.0553	0	0.0441	0	0.0466	0.0169
GSM1595066	0.235	0.023	0.0293	0.0078	0.0047	0.0401	0.0589	0	0.0049	0.074	0	0.023	0	0.0853	0.0441
GSM1595067	0	0	0	0	0	0	0	0	0	0	0	0.0785	0	0.0108	0.005
GSM1595068	0.0783	0.0059	0.0207	0	0	0.0267	0.0429	0	3.00E-04	0.0257	0	0.0653	0	0.0266	0.016
GSM1595069	0.1108	0.0179	0.012	0	0.0215	0.1053	0.1007	0.0422	0.0086	0.0378	0	0.0224	0	0.0396	0.0198
GSM1595070	0.1668	0.0319	0.0246	0.0095	0.0367	0.0662	0.0651	0	0.002	0.0514	0	0.041	0	0.055	0.0147
GSM1595071	0.13	0.0318	0.0186	0.0065	0.0277	0.0881	0.1229	0.009	0.0091	0.0392	0	0.0237	0	0.0368	0.0148
GSM1595072	0.1623	0.0212	0.0342	0.0023	0.0189	0.0849	0.0803	0.0123	0.0061	0.0469	0	0.0079	0	0.0677	0.0237
GSM1595073	0.0253	0	0.0132	0	0.005	0.02	0.0348	0	0.0022	0.0071	0	0.0911	0	0.014	0
GSM1595074	0.0868	0.0029	0.0145	0	0.0067	0.0582	0.0777	0.002	0.002	0.0244	0	0.029	0.027	0.0346	0.0168
GSM1595075	0.1167	0.0045	0.0075	0	0.0062	0.0554	0.0614	0	3.00E-04	0.0408	0	0.1135	0	0.036	0
GSM1595076	0.2527	0	0	0	0	0.0386	0.0581	0	0.0022	0.072	0	0.0312	0	0.095	0.0448
GSM1595077	0.1091	0.0069	0.0254	0	0.01	0.0843	0.0957	0	0.0072	0.0212	0	0.0383	0	0.0529	0.0072
GSM1595078	0.0379	8.00E-04	0	0	0	0.0489	0.0863	0	0	0.0226	0	0.0274	0	0.0059	0.0032
GSM1595079	0.0202	0	0	0	0	0.0666	0.0746	1.00E-04	8.00E-04	0.0019	0	0.0687	3.00E-04	0.0143	5.00E-04
GSM1595080	0.0059	0	0	0	0	0.0054	0.0038	0	0	0	0	0.0625	0	0.0083	0
GSM1595081	0.0491	0	0.004	0	0.0128	0.05	0.0531	0	0	0.0176	0	0.0593	0	0.006	0
GSM1595082	0.1332	0.0154	0.0311	0	0.0065	0.1138	0.1089	0.0209	0.0085	0.0352	0	0.0607	0	0.0497	0.0078
GSM1595083	0.0731	0.0055	0.0087	0	0.0146	0.1047	0.1141	0.0073	0.0122	0.0207	0	0.0735	0	0.0199	0.0017
GSM1595084	0.0524	0	0	0	0	0.002	0.0421	0	0	0.0186	0	0.087	0	0.0104	0
GSM1595085	0.0835	0.0169	0.0241	0.001	0.0247	0.0694	0.0682	0.0286	0.0036	0.0351	0	0.051	0	0.0271	0.0158
GSM1595086	0.0813	0.0414	0.0225	0.0056	0.0446	0.1429	0.1191	0.02	0.0143	0.0256	0	0.0277	0	0.0362	0.0014
GSM1595087	0.1614	0.0326	0.0355	0	0.0377	0.1465	0.1108	0.0196	0.0183	0.0553	0	0.0278	0	0.0698	0.0197
GSM1595088	0.1394	0.0362	0.0504	0.0104	0.0302	0.1188	0.1237	0.0054	0.0059	0.0429	0	0.0778	0	0.034	0.0076
GSM1595089	0.0556	0	0	0	0	0	0.0434	0	0	0.0203	0	0.097	0	0.0215	0
GSM1595090	0.0474	0	0	0	0.0045	0.0746	0.0802	0.0229	0	0.0116	0	0.1009	0	0.0133	0
GSM1595091	0.0819	0.0131	0	0.0054	0.0056	0.063	0.0882	0.0134	0.0018	0.0311	0	0.0263	0	0.0164	0.0128
GSM1595092	0.2234	0.0432	0.0267	0.0062	0.0462	0.1101	0.1047	0.0128	0.0087	0.0756	0	0.0322	0	0.086	0.0236
GSM1595093	0.0883	0.0045	0.0087	0.0012	0.0114	0.0434	0.063	0	0.002	0.0275	0	0.0533	0	0.0245	0.0074
GSM1595094	0.193	0.0331	0.0309	0.0059	0.0295	0.048	0.0576	0	0.0029	0.0631	0	0.0451	0	0.0718	0.0248
GSM1595095	0.1024	0.0085	0.0099	0	0.0215	0.0115	0.0191	0	0	0.0329	0	0.0722	0	0.0366	0.0082
GSM1595096	0.0339	0	0.0119	0	0.0019	0.0335	0.0538	0	2.00E-04	0.0184	0	0.0798	0	0.0107	0
GSM1595097	0.0909	0	0.0105	0	0.0122	0.0614	0.0639	0	3.00E-04	0.0304	0	0.071	0	0.0373	0.0041
GSM1595098	0.0249	0	0	0	0	0.0139	0.0329	0	0	0.0107	0	0.0999	0	0.0146	0
GSM1595099	0.1515	0	0.0219	0	0.0112	0.0547	0.0544	0	0.001	0.0501	0	0.1034	0	0.0567	0.0133
GSM1595100	0.0599	0	0.0161	0	0	0.029	0.0402	0	0.0033	0.0254	0	0.0427	0	0.0163	0.0064
GSM1595101	0.0278	0.0188	0.0207	0	0.018	0.0801	0.0842	0.0022	0.0112	0.0025	0	0.0413	0.011	0.0103	0
GSM1595102	0.1654	0.0181	0.0336	0.0088	0.0167	0.0437	0.0695	0.004	0.0018	0.0574	0	0.0344	0.0091	0.0705	0.0215
GSM1595103	0.1091	0.0104	0.043	0	0.0037	0.0851	0.0908	0.0092	0.0034	0.0366	0	0.0345	0	0.0278	0.0124
GSM1595104	0.0726	0.0163	0.0289	0	0.012	0.0839	0.0737	0.0035	0.0081	0.0296	0	0.0334	0	0.0245	0
GSM1595105	0.1031	0.0319	0.0262	0.0059	0.0288	0.072	0.0689	0	0.0038	0.0322	0	0.0152	0.0064	0.0375	0.0148
GSM1595106	0.1747	0.026	0.0339	0.0061	0.0279	0.0962	0.0887	0.014	0.0073	0.0586	0.0024	0.0529	0	0.0794	0.0059
GSM1595107	0.0523	0	0	0	0.0055	0.0485	0.0595	0.0088	4.00E-04	0.0184	0	0.0711	0	0.0155	0.0037
GSM1595108	0.1068	0.013	0.0035	0.0065	0.0047	0.082	0.1233	0.0122	0.003	0.0304	0.0028	0.0508	0	0.0269	0.0081
GSM1595109	0.0628	0	0	0	0	0.0128	0.0471	0	0.0033	0.0248	0	0.0325	0	0.0232	0.0088
GSM1595110	0.1131	0.017	0.0332	0	0.009	0.0746	0.0767	0.0135	0.0049	0.0383	0	0.0657	0	0.0335	0.0115
GSM1595111	0.1144	0.0215	0.0046	0	0.0378	0.0968	0.0824	0.0124	0.005	0.0509	0	0.0342	0	0.0531	0.0113
GSM1595112	0.0724	0.02	0.0174	0.0102	0.0096	0.0676	0.0709	0	0.0045	0.0282	0	0.0563	0.0079	0.0345	0.0057
GSM1595113	0.1591	0	0	0	0.0036	0.1316	0.1273	0.0285	0.01	0.0617	0	0.0716	0.0033	0.066	0.0095
GSM1595114	0.1219	0.0056	0.0065	0	0.0098	0.0847	0.0663	0.0012	0.0058	0.0366	0	0.039	0	0.0396	0.0084
GSM1595115	0.074	0	0.0039	0	0.0115	0.0343	0.038	0	0	0.024	0	0.1107	0	0.029	0
GSM1595116	0.0799	0.0017	0.0154	0	0.0088	0.0447	0.0613	0	6.00E-04	0.0235	0	0.0677	0	0.0265	0.0058
GSM1595117	0.0928	0.0103	0.0182	4.00E-04	2.00E-04	0.0827	0.0944	0.0169	0.0035	0.0296	0	0.0423	0	0.0318	0.0145
GSM1595118	0.1007	0	0	0	0	0	0.0063	0	0	0.0349	0	0.0512	0	0.036	0.0146
GSM1595119	0.0877	0.0159	0.0367	0.003	0.0202	0.0583	0.0711	0	0.0067	0.0311	0	0.0745	0	0.0214	0
GSM1595120	0.1667	0.0111	0.0093	0	0.0325	0.0466	0.0401	0	0.0043	0.0568	0	0.0413	0	0.0613	0.0155
GSM1595121	0.1546	0.0143	0.0101	0	0.0287	0.1243	0.0814	0.0032	0.0132	0.0564	0	0.0766	0	0.0623	0.0025
GSM1595122	0.1502	0.0064	0.039	0	0	0.048	0.0729	0	0.0026	0.0607	0	0.0479	0	0.054	0.0102
GSM1595123	0.1759	0.0203	0.0365	0	0.0066	0.0735	0.0902	0.0023	0.0141	0.053	0	0.0472	0	0.0553	0.0251
GSM1595124	0.0274	0	0	0	0	0.0037	0.0198	0	0	0.002	0	0.1242	0	0.0119	0
GSM1595125	0.1218	0	0.0214	0	0.0023	0.062	0.0633	0	0.0078	0.0367	0	0.0525	0	0.0542	0.0226
GSM1595126	0.048	0	2.00E-04	0	0	1.00E-04	0.0166	0	0	0.0185	0	0.0971	0	0.0228	0.0114
GSM1595127	0.2023	0.0038	0	0	0.0118	0.092	0.0907	0.0267	0.0103	0.0655	0	0.0559	0	0.0825	0.0215
GSM1595128	0.107	0	0	0	0.0047	0.0172	0.0352	0	0	0.0327	0	0.0952	0	0.0231	0.0108
GSM1595129	0.209	0.0109	0.0134	0	0.0174	0.0444	0.0395	0.016	0.0079	0.0638	0	0.0411	0	0.0904	0.0357
GSM1595130	0.1168	0.015	4.00E-04	0	0.007	0.0843	0.0857	0.0338	0.001	0.037	2.00E-04	0.0084	0.003	0.0416	0.0237
GSM1595131	0.0411	0	0.01	0	0.0025	0.0535	0.0644	0	0.0056	0.0091	0	0.1263	0	0.0118	0
GSM1595132	0.2018	0.0206	0.0274	0.0105	0.0179	0.0617	0.0842	0.008	0.0046	0.0569	0	0.0565	0	0.0438	0.0176
GSM1595133	0.1898	0.0613	0.015	0.0191	0.0464	0.1106	0.1193	0.0165	0.0156	0.0602	0	0.0074	0	0.0775	0.0263
GSM1595134	0.0811	0	0.0034	0	0	0.0292	0.0585	0.0023	0.0051	0.0309	0	0.034	0	0.0292	0.0072
GSM1595135	0.0944	0	0	0	1.00E-04	0.0148	0.0204	0	0.0023	0.0436	0	0.1014	0	0.0273	0.01
GSM1595136	0.1882	0.0321	0.0219	0.0074	0.0349	0.0868	0.0904	0.016	0.0072	0.0764	0	0.0231	0	0.0745	0.018
GSM1595137	0.0475	0	0.0014	0	0.0022	0.012	0.0168	0	0	0.016	0	0.0972	0	0.0121	0
