group	EIF2AK2	IFI44	IFI44L	IFIT3	IFITM3	PARP9	PRIC285	TRIM22	XAF1	ZBP1
case	11.4903568	12.3825889	12.7193971	12.4352599	13.8588583	10.6172433	10.087702	10.3968864	11.5310753	10.5393342
case	9.49145556	10.3660887	10.6296429	10.7217245	12.6579171	9.12426138	9.58832098	9.62705059	9.78001798	9.2152773
case	9.20623252	9.1885622	8.11033763	8.37312855	11.832036	8.97339175	8.78370526	8.69249584	8.75607714	8.51317624
case	8.38654044	9.06593703	7.31407716	8.17454057	10.9819269	9.22299459	8.74786524	9.2022251	8.74564965	8.15860838
case	9.3043775	10.8431324	10.5142228	10.0063717	10.3839346	9.60278873	9.43809203	9.26203691	10.0612407	9.30003467
case	10.9421408	11.0100407	11.3754513	11.1436131	12.805777	10.1717953	10.3254692	9.57273946	11.0712462	9.43670672
case	10.1071904	11.3061209	10.4082355	10.9555119	12.2186021	9.90650644	10.0873434	10.1157751	10.6652559	9.57898463
case	10.5255267	11.1750319	10.6257458	11.6504417	13.2763199	10.4183845	10.4483243	9.80668132	10.8854324	9.77029995
case	11.0251298	11.2765712	11.8989026	12.5985745	13.2431755	10.8217893	10.2412418	9.91765631	11.4784565	10.7518161
case	10.2687671	11.2187963	11.3786306	10.8131326	12.6587131	9.93252014	9.21935398	10.1861545	10.7801273	9.66436238
case	11.0791359	12.2505909	12.5985307	12.0778323	13.6912616	10.4373091	10.9842886	10.6992643	11.6405963	10.7357409
case	11.0735372	12.1138704	12.1959146	12.9547784	14.1613849	11.4053652	10.9960428	10.7635085	11.0966849	11.1324873
case	10.8685222	12.650542	12.4898857	12.2307703	13.4447109	10.7776635	11.3598788	10.9556378	12.250057	10.4703669
case	10.3961789	11.4260983	11.5448211	11.4422662	13.8684725	10.1654871	10.1657742	10.0720856	10.7932994	9.90506748
case	10.7529516	11.1572766	11.602459	11.8216939	11.7706118	10.7550535	10.6313716	10.7752814	10.3425237	9.9343003
case	9.24319277	10.5540597	10.3125805	9.52974136	11.6898638	10.0815443	9.83655706	9.84051307	9.51421503	8.7624062
case	11.4015865	12.2446268	12.7291883	12.593535	14.2361253	11.062535	11.363369	11.0636842	11.9375397	11.9766435
case	9.81151305	11.0910161	10.9017584	11.0041339	12.2874259	10.1132919	9.83426625	10.1040242	10.0279984	9.43008452
case	9.95441239	9.85290541	9.29252535	10.4616635	11.7155084	10.34235	9.62982191	9.54754808	9.27484126	8.82559073
case	11.3520253	12.2853948	12.9365419	12.5182273	14.2134908	11.8025554	10.8832276	11.6829677	12.5891478	10.7505329
case	10.5904583	12.0933698	12.7274154	11.8206462	11.0345888	10.4136134	10.348386	10.778094	11.0583506	10.1903046
case	10.8154038	12.8106292	12.6381808	12.7608526	14.0213223	11.3721682	10.4449077	10.9131963	11.8747933	10.9704156
case	11.2411449	12.2247513	12.3019257	12.344749	13.6914084	10.7935692	11.0108096	10.9766182	12.021288	10.6333878
case	11.1294833	12.0185154	12.6146083	11.8257067	13.5270118	10.3465913	11.0694227	10.4631123	11.301308	9.9711134
case	9.67751427	11.2904789	10.8771414	11.5942211	13.4456998	10.4709043	9.4409955	10.2525619	10.6239056	9.52182696
case	10.6825	12.3606156	12.9201614	12.0724538	13.4764843	10.9766355	10.914552	11.0706849	11.4201679	10.673485
case	11.4354302	12.6310125	13.0691097	12.5135325	13.685025	11.4576506	11.3891414	11.4125475	12.5082676	11.5202549
case	9.61836581	11.1840588	11.3495812	11.5798589	12.9049637	10.2060953	10.1508728	10.323626	10.5182731	10.0286036
case	10.88808	12.4454254	12.4610346	12.2520891	13.8228547	11.1863768	10.9931845	10.5856681	11.640309	11.2061836
case	9.53784082	8.96828851	8.79974662	9.42671955	11.6433367	9.33791249	8.62827034	8.30856442	10.2492206	8.57460614
case	10.6248498	12.5919094	12.586195	12.6422858	13.8496948	10.7322946	11.2696042	11.2037233	12.3206334	11.162112
case	9.0806065	9.19066639	8.56571184	8.90618633	12.0893393	9.61721457	9.59274867	10.1139077	9.13802773	9.06262196
case	10.4371745	11.9907797	12.2145457	11.5214507	13.1660979	10.7619615	9.76709798	10.5532352	11.2728236	9.51676618
case	10.3400042	11.8695514	12.42008	11.928288	13.471051	10.5016897	10.1658659	10.7469666	11.3690819	10.1386155
case	9.1157953	7.99542344	7.94053547	8.9622732	12.123	9.99624379	10.0749076	10.177241	9.16299663	9.5204528
case	10.6461066	11.8217321	12.1831972	11.6354523	13.6647587	9.93761547	10.4836675	10.4386243	11.5748677	9.95503921
case	10.700709	12.0580728	12.433872	12.8885772	13.2155128	11.1163691	11.5136972	11.0077076	11.7765066	10.7740742
case	9.07260826	9.73645643	8.66540424	9.33748754	11.2140369	9.51374237	9.50126003	9.76063042	9.74402841	8.32036957
case	11.191275	12.6833422	12.7995998	12.9449432	14.1469451	11.2345309	10.9414385	11.1276316	11.9973285	10.9589544
case	10.8517266	11.9879072	11.7776009	11.5248861	13.789649	10.6725017	10.2599273	10.7280027	11.2903186	10.2113917
case	11.7819926	12.8469454	12.8016083	12.7202908	14.0739101	11.4956545	11.1089118	11.4753977	12.4537894	11.1161971
case	10.9274988	12.3951569	13.0635596	12.6688576	13.5423007	10.9933475	10.9758949	11.0232165	11.814092	11.3349198
case	11.0727397	11.9460451	11.9331622	12.5740832	14.0186587	11.3628908	10.4510894	10.7341384	12.1821359	10.7142992
case	10.5705458	11.5454899	11.4384455	11.6329972	12.6547078	10.0836871	10.2471314	10.5645534	10.8369195	9.87262925
case	10.8350305	11.3745672	11.8310535	12.3525197	13.6334067	10.4872585	10.3495694	11.0066082	11.092697	10.2291819
case	10.1429941	10.722712	11.6216819	12.3823849	12.7427395	10.6801082	10.6568075	10.6757156	10.8911274	9.93698829
case	11.2144732	12.1804605	12.5229879	12.1921196	13.4338387	11.3562909	10.7783632	10.8664832	11.6350594	10.5702262
case	9.78346741	10.1171148	9.1353258	10.2426698	13.0772337	10.3933788	10.2398855	10.3858617	9.83029242	9.01223308
case	10.4221513	11.830942	12.3396611	11.7737576	13.4567098	10.6176826	10.3357037	10.2295902	11.6668562	10.2189037
case	11.1410972	12.5746238	12.881646	12.4825923	13.9143582	10.7256202	11.4996893	11.3310028	11.7027923	11.1210962
case	10.4395732	11.7924661	12.6067965	11.1177611	12.4834485	10.1329525	10.6852765	10.8236664	11.3293623	9.27964496
case	9.24914567	9.62347962	8.82007534	10.0261271	11.3930646	8.70142475	9.80683662	8.83982869	9.47900579	8.34187666
case	11.4737585	12.2876833	12.722571	12.6959382	13.9558029	11.2522089	11.4975316	11.0243427	12.074678	11.6836853
case	10.2309709	10.8103036	9.84924831	11.1422101	11.3233555	10.3290786	10.1400249	10.331504	10.6640724	9.67433676
case	8.68769899	8.84275578	8.95180633	9.36964717	10.4440307	9.34808665	8.38487542	9.13977753	9.44626855	8.32516545
case	10.0000815	11.4056789	11.8786182	12.1355896	11.8046606	10.450681	10.5568645	10.344397	11.1975796	9.96193311
case	11.2266822	12.5360545	12.3583692	12.6805308	14.0844976	10.8838249	11.1501026	11.2625806	12.0371598	11.2268945
case	11.4203336	12.6958553	12.6393129	12.5995752	14.2439633	11.3792157	10.8773909	10.6926961	11.913075	11.5875239
case	11.5196747	12.4906112	13.1573716	12.980597	14.1885141	11.0562938	11.3367078	11.359362	12.2665761	11.249099
case	11.6171588	12.5776346	13.1652812	13.1992532	14.4157854	11.3357741	11.2894954	10.7265629	12.2931456	11.6629474
case	11.0760438	12.4789024	13.1484096	12.2339858	14.0793689	10.7520861	11.1213788	10.7958224	11.7311684	11.0071982
case	10.7334419	11.8134486	12.9488245	12.1895952	13.9362384	11.1122323	10.9564542	10.7352744	11.7405983	10.6969233
case	9.57028955	11.2898433	11.4983486	10.9704364	12.6078778	10.162829	10.1982166	10.458913	10.8326458	9.35658255
case	8.88887371	8.73733442	7.77186849	10.168308	11.4676614	9.38265897	9.94368703	10.085139	9.63274744	8.89556544
case	10.4485808	11.5619935	11.479308	11.6394478	12.2871544	10.173479	10.5830723	10.3380554	11.219395	10.2897033
case	10.3378581	10.852794	10.7045019	10.7015773	10.7580459	9.72327008	10.1913128	10.162369	10.6250885	9.35190767
case	10.7200474	12.4367983	13.0784739	12.8535645	14.2471097	11.8962254	11.628647	11.2926985	12.3791726	10.4050303
case	10.1617823	11.6863589	12.4768369	11.6333958	13.2880866	10.7457227	10.4246045	10.6632988	11.157286	10.2317828
case	10.9561961	12.5452704	12.8906024	12.4708019	13.8057252	11.3228106	11.1390885	11.2509362	11.9906042	11.4927829
case	9.50386365	10.3821799	10.055709	10.7121258	11.6211332	9.66791603	9.90727201	10.0429167	9.7794161	9.06096687
case	11.76204	12.5569179	13.1981334	12.8938862	14.1105441	11.564863	11.6469189	11.3325811	12.4183712	11.5516677
case	10.0728405	12.0977784	12.3169982	10.7717493	12.0799243	10.5454583	10.4364618	10.2903729	11.5305726	9.71942633
case	8.88317447	8.82474932	8.00145986	8.62770061	10.460122	9.8259246	9.88388995	8.01590887	9.4942208	8.94301801
case	10.8274678	12.3731091	13.2144204	11.8667446	13.3151082	10.90032	10.8634347	10.6699104	12.0385847	10.3402418
case	9.59101563	10.3060348	9.93824277	10.3225242	12.2792897	9.78745376	9.24518261	9.62951281	10.3742091	8.94156533
case	10.3018114	11.442415	11.8502496	11.657155	14.06606	10.5886619	10.3332219	10.4712199	11.5911057	10.5278042
case	9.26723654	9.75529502	9.06933433	10.3284308	11.8857354	9.36214059	9.82846535	9.38771598	10.8944531	9.31965887
case	8.36124143	8.43376541	7.31007043	8.21660246	11.9796881	9.01837443	9.08542606	9.15974666	8.2414743	8.77594512
case	9.7862718	11.3185317	11.6133216	11.0904129	11.3948022	9.98434061	10.0780572	10.2814536	11.0541015	9.66176086
case	8.86296231	9.01108053	7.86713109	7.82653408	10.8327972	8.91675425	8.50983702	9.00121492	8.75109551	8.41448405
case	10.0689647	11.6005917	11.6452549	11.7173081	13.5682278	10.3652339	9.22735104	10.3308284	10.8457387	9.4505665
case	10.7569053	12.1424075	12.2245544	11.7634947	13.717141	10.9644351	10.8839685	10.8430052	11.2670842	10.7302362
case	9.04928785	9.02534256	8.44668551	9.84164492	11.2807156	8.96443558	9.07770288	9.07208012	9.2894751	8.67600361
case	9.34475801	10.1234055	10.374557	10.034477	12.543169	9.78604142	8.985182	9.3602452	10.4203124	8.59834447
case	9.92734993	10.8798271	11.2373203	10.8697333	12.93926	10.0194567	10.6025866	9.45247581	10.6551088	10.0051926
case	10.1248412	11.8249689	12.0718961	11.2083967	13.1514945	9.91126037	10.0359254	10.3887163	10.9929527	10.3678308
case	9.64159769	11.1000546	11.517988	11.0963122	13.1194692	9.85311556	10.1056931	10.1361915	10.4390731	9.7802098
case	11.34708	12.1514333	12.5262719	12.2012038	13.4311692	10.9306071	11.0017138	10.489748	12.1749674	10.5675221
case	10.5659077	11.8526996	12.1298734	11.914466	13.7715018	10.7139787	10.7235297	10.5369803	11.2551737	10.5013113
case	10.8738224	12.2160268	12.9026771	11.6217089	13.603626	10.7516489	10.682413	10.2721185	11.6456442	10.2467439
case	10.7679104	11.9629249	12.0911532	12.0690384	13.9163632	10.4510886	10.3523325	10.1821787	11.3997795	9.97762748
case	11.0220835	12.6182748	13.0219516	12.9017891	14.1081717	11.0983011	11.3818641	11.2616504	12.0041237	11.19841
case	10.2229815	10.5806145	10.5298519	11.008496	12.5507199	9.95619887	10.4692368	10.0121645	10.4886351	9.5932807
case	11.3452163	12.0218323	12.8920939	12.6335731	14.064904	10.912281	11.8059874	10.7386841	11.9234628	10.8969331
case	8.87607223	8.9497983	7.86102929	9.24330906	9.68428008	9.29582408	9.6312948	9.39459438	9.21698249	8.78733095
case	11.2823395	12.8519668	12.6122957	12.6319011	14.3217925	11.6093134	10.8842048	12.0458189	13.0526122	11.0131302
case	10.4449548	10.9799519	11.0506208	11.4676532	13.0270475	10.3189601	9.72118678	9.93868835	11.3242153	9.80068377
case	10.8165378	12.0971727	12.7647031	12.6992451	13.9865216	11.3037476	11.4494011	11.1307508	11.910624	11.5427629
case	10.4055633	11.0304718	11.9933349	11.8246856	12.7846802	10.2820626	10.6863607	10.3202667	11.4974462	10.3350991
case	11.0511122	12.2608439	12.6314208	11.7678776	13.4701687	10.9353566	10.97067	10.3248432	12.0246424	10.3755302
case	10.6103499	11.6832111	12.6940555	12.282111	13.7232811	10.7637647	11.0407552	10.7653061	11.9598564	10.956312
case	8.64003423	8.80485435	7.95740122	8.40826085	11.1556681	9.32333298	9.44250865	9.57638343	9.60801075	8.68704818
case	9.90946167	11.4384474	11.9042785	11.8611217	12.9184659	10.0653572	10.4632504	10.4780344	11.2768214	10.8574132
case	10.6786106	12.1873929	12.5201085	11.9328892	13.7486072	10.8330041	10.9572773	10.567956	11.7345647	10.5554357
case	9.69502371	10.8337695	11.3300453	11.2201526	12.2990598	10.1710526	10.5061717	10.7299926	10.4080128	9.93617239
case	11.0479439	12.7850641	13.1678242	11.7513521	14.2695886	11.331216	10.5485861	10.8435041	12.0374559	11.0303076
case	11.0824228	12.4537665	12.9244334	12.609874	14.0393751	11.5677962	10.550275	10.6267275	11.586928	11.1011209
case	10.9552247	12.2063553	12.4230339	11.6850299	13.8793842	10.9837935	11.0259733	10.7635844	11.9991566	10.204693
case	10.6280918	11.1721815	11.0105701	11.4258865	13.398391	10.6104691	10.599885	10.3950642	11.2267978	10.1904813
case	11.2265326	11.9739121	11.9293008	12.3561895	14.1106995	10.8611816	10.2514106	10.5247198	11.9928126	10.1793173
case	10.8537236	11.4955096	12.2982973	12.0908254	13.2802035	10.54354	10.1335026	10.3508741	11.7706713	10.5508511
case	11.6476776	11.9423224	13.3060135	12.8422309	14.1000202	11.2060153	11.3572448	10.7654073	12.6511191	11.1650013
case	10.8827045	11.2796716	10.5748902	11.8720346	13.7605495	10.5057634	10.9616933	10.680324	10.8317272	10.8407201
case	8.37631906	8.95386791	8.10533251	9.31108036	11.9703199	8.77608312	9.13204998	8.36683259	9.06675792	8.29150215
case	10.8017096	12.4932242	12.8125932	12.0607291	13.6040986	10.9371815	10.8497334	10.5865094	11.8124227	10.5271556
case	11.4357788	11.4064921	11.1884196	11.7863893	13.3510374	10.3474313	10.8774453	10.127998	11.204072	10.5824099
case	10.5798389	10.4434241	10.7297047	10.5510046	13.4416117	10.5479976	9.19754116	10.3664839	10.1833107	9.70982075
case	8.40761034	8.67975791	8.38888371	9.83230302	11.1754427	9.60939755	9.5265678	10.0943239	9.64591958	8.68238756
case	10.1183687	12.3720047	12.5091882	11.9104347	13.449346	10.7378946	10.1675979	10.9501805	11.5072407	10.135465
case	10.0657233	10.8867379	11.3261096	11.7490649	11.7725027	10.2689998	10.3690406	9.30792219	9.98470368	10.0788438
case	11.8069578	12.700162	13.2722689	12.9297441	14.4969378	11.4174384	11.7839953	11.3390622	12.5515095	11.795253
case	10.6427331	11.677376	11.0226731	11.4390185	13.2118456	10.1730103	10.2644894	10.4399138	10.421224	9.40017643
case	11.0246753	12.0954637	12.4579248	11.8550936	13.5367917	10.9324682	11.2463936	10.5555336	11.9581743	10.7220607
case	10.8059462	11.9210996	12.143048	11.990363	13.5735112	10.8317845	10.4407592	10.5037269	11.6550579	10.1817565
case	9.57107664	11.0693668	10.5976896	10.8879226	12.9918235	10.2371293	10.1303766	10.6991914	10.4575786	9.63360913
case	10.3403399	11.8678365	12.2362692	11.8848483	12.9091014	10.5684891	11.0725887	10.3747081	11.4607551	10.4421287
case	9.57416242	11.1367426	10.9866807	11.0139777	12.9201334	10.1654526	9.93861851	9.85840565	10.2266782	9.38679944
case	11.1468009	12.0458063	12.4132755	11.6087258	13.6056298	10.9493891	10.7228808	10.4063076	12.0479788	10.4224224
case	10.802241	11.4857906	12.1207071	11.1909548	12.6956828	9.92104607	11.2856234	10.2279801	11.2862919	9.85755907
case	8.40855363	10.1148978	8.49836716	10.1834268	12.5513661	10.5191789	9.64953734	10.0622482	9.53215456	9.53512921
case	9.41528752	11.0181315	10.9035469	11.2529666	13.024651	10.2981045	10.3052341	10.1501221	10.0160631	9.53171447
case	11.2628563	12.1375378	11.9264036	12.050006	14.2063528	10.911179	11.0873936	10.1248156	11.2132219	10.383945
case	9.09000373	9.89136808	9.17729367	9.38152706	12.0559204	8.77646391	8.79743956	8.8436698	9.66549155	7.97729727
case	9.12728751	9.30155866	9.29408175	10.3471025	11.2228765	10.049579	9.95591773	9.61383775	9.65129162	9.45046673
case	10.5750939	12.7045474	12.6978348	11.604635	13.7458456	10.9299821	10.3845545	10.4388821	11.7212897	10.7572903
case	10.3382613	12.244471	12.5453208	12.4142808	14.0146823	10.6089255	10.3652345	10.2078581	11.5396938	10.7266474
case	10.173981	11.9271617	12.1645932	11.4835081	13.0116529	10.4962034	10.8108475	10.8446031	11.6027058	10.1245371
case	9.7133999	11.640373	11.8527101	11.3686415	13.4029128	10.5615916	9.5747328	9.99925457	11.1190632	9.77822394
case	8.99037355	10.3214186	9.40897638	10.0955676	10.6859051	9.56663859	9.53039964	9.85128667	9.81334849	8.64353588
case	10.8802958	11.64697	12.3736484	11.3634301	13.4197798	10.2251218	10.5354627	9.84577547	11.5437884	10.2797858
case	10.3549434	11.1686637	11.3996423	11.5389489	11.0233155	10.4798552	10.442061	10.314736	10.8764645	10.1383422
case	9.63446162	10.9716323	10.4423386	11.1373344	13.0047812	10.2021607	10.041174	10.0851628	10.7015158	9.31390259
case	8.67563601	8.4610772	7.6130009	9.21706408	10.0788138	9.15509835	9.42468487	8.57222061	9.00805015	8.31039472
case	9.65291971	11.1261738	11.3833486	11.4597806	12.5176476	10.1765647	10.1444838	10.3523657	10.524895	9.41910107
case	9.79729795	11.6282366	11.8167107	12.0162834	13.4311922	10.5770108	10.6658265	10.4812559	11.3685788	10.6360994
case	11.7380305	12.4868027	12.7406719	13.1591042	14.0050232	11.7791887	11.9753062	11.2402418	12.1828836	11.7433195
case	10.1164232	11.290059	11.6333394	11.5682655	12.7232298	10.2465517	10.0750096	10.474949	11.0874671	10.0357486
case	10.92701	11.2148842	11.4553323	11.6099941	13.2990102	9.84016204	10.8700092	10.3993289	10.9473388	9.83843552
case	12.0541428	12.8278592	12.7111728	12.6675108	14.1212873	11.3780857	11.8060569	11.2743327	12.2922448	11.2914174
case	10.8042779	12.2427159	12.300299	12.038991	13.6333037	10.6882161	10.7545546	10.3906089	10.9567952	10.236495
case	9.42770408	10.6054628	10.4748336	10.7639658	12.504353	9.66201289	9.88794784	9.81934743	10.5269983	8.68213853
case	10.9984636	12.0727886	12.5167935	11.7240658	13.5441477	10.5507692	10.6122257	10.7159275	11.3163784	10.3270239
case	10.2740193	11.4888755	12.0320287	11.6919218	13.2501926	10.396643	11.0152486	10.0463217	11.0907381	10.1403927
case	9.58974778	9.4282063	7.943914	8.35225761	12.000022	9.78972799	9.16155956	9.80099284	7.97643177	8.04367549
case	10.9056007	11.8159363	12.6159102	12.7051743	13.9637253	11.0388411	10.9298489	10.7625094	11.7663561	10.9205797
case	10.3729615	12.1597014	12.2310585	11.5672982	13.3304965	10.2742958	10.0848415	10.4282927	11.4393095	10.3803188
case	10.6548492	11.2792184	11.6138732	11.1392906	12.9024904	10.0702237	9.8959236	10.2797917	10.9926201	9.84409964
case	7.42488195	8.02287605	7.53895679	8.34292165	11.100912	9.424714	8.52859469	8.52332012	8.75338491	8.76494335
case	10.2684648	11.4552568	11.7962359	11.3135458	13.427188	10.136912	10.1051635	10.3012226	10.8999944	9.77535863
case	9.61588425	9.99746614	9.87872861	9.71974484	11.0717936	9.73774299	10.0741461	9.35905937	9.76325588	8.91913937
case	10.039969	11.2570791	11.2348396	11.2348818	12.847058	10.2089888	10.7384546	8.30310347	11.2460731	9.88441803
case	8.0614241	8.75964242	8.55553707	9.07909635	9.40743939	9.57064462	9.27098327	9.06834699	9.39140536	8.66279228
case	8.41759373	9.25925176	9.26764298	9.38092959	12.4183564	9.34097483	8.79766642	8.64728049	9.85308266	8.14144689
case	9.19972774	9.77279155	8.37253639	9.57026775	10.2492466	9.50455356	9.18784784	8.95170819	9.74288167	8.92634129
case	10.9348236	11.0428153	11.6565898	11.2112196	12.7545018	9.95938241	10.1824401	9.58850092	10.9704225	9.79366958
case	9.94029355	11.1534316	11.0793174	10.9502199	12.6396713	9.76838669	9.92462565	10.2115426	10.7001404	9.51786378
case	9.67857713	10.7261009	11.1907493	10.8500576	12.7641957	9.93956865	10.3304822	10.006183	10.6016215	8.79117999
case	10.3947219	11.703592	11.8365107	11.7239971	12.9271756	10.1792965	10.5470295	10.7964847	11.4528632	9.96896227
case	9.41734051	10.9835125	11.4122077	11.3283968	13.0057363	10.3737478	10.1787679	10.2021048	11.0611727	9.17625771
case	10.5521456	12.097226	12.9547385	12.0538924	14.3050363	11.0593625	11.1026465	10.7091089	11.451199	10.4117753
case	10.5265293	12.3661778	12.4063805	12.4736733	13.9247041	10.4983292	10.5527467	11.4014578	11.5091959	10.7020493
case	11.8521182	12.3039789	12.7000453	13.0489729	14.0375234	11.1168857	11.3668674	10.5385671	11.9675057	11.5908597
case	11.0751222	12.0806835	12.644865	11.7126866	13.4876267	10.8626674	11.1801891	10.8346395	11.3679974	10.3033223
case	10.2107031	12.5604159	12.6348646	12.2164995	13.8524708	11.2676232	10.8799204	11.1883802	11.7204735	10.0856476
case	10.9954535	11.7679479	12.0411512	12.2814804	13.5788141	10.5952379	10.7338911	10.782083	11.1979629	10.3640007
case	9.51906905	8.66132701	5.93971776	9.21674313	11.4898954	9.58359676	9.97289041	9.04657397	8.54568049	8.64356451
case	10.4735516	11.8823067	12.198313	12.1056652	13.3039719	10.2127452	10.5228687	10.5509191	11.3894173	10.498018
case	11.2017053	12.7382791	13.0705337	12.5062328	13.9351114	11.6069591	11.2030043	10.9353183	12.3690834	11.0263132
case	10.9949261	12.5085827	12.7750881	12.18019	14.2921242	11.0520952	10.3427383	10.7176903	11.6093093	11.0319985
case	8.95584668	9.03350748	8.15966088	10.4906274	11.646526	10.0271421	9.77645141	9.77636508	9.11724266	8.85780347
case	10.4664275	11.7387719	11.9239399	12.3365816	13.149952	10.6527406	10.8822067	10.6596329	11.1558053	10.7242181
case	10.4877381	12.2682136	12.482775	12.0111259	13.1252457	10.8428871	10.5551444	10.8920521	11.5931863	10.0998581
case	10.284232	10.5557556	10.0957304	10.4262445	13.4220183	10.2574366	9.72324539	9.85321274	10.1458708	9.07777602
case	10.1503712	11.5138417	11.6983568	11.5194516	13.2509815	9.43536442	9.49498818	10.4082111	10.2046654	9.13695651
case	9.24427123	8.68755504	7.72534704	9.6206687	11.384299	9.69635091	9.49886629	9.62072471	8.31324639	8.86756297
case	10.7339832	11.7895058	12.5482253	11.595478	13.7118578	10.2276042	10.8034484	10.4463848	11.05784	10.231248
case	9.96102046	10.3565277	10.4536455	11.6446	13.5047705	10.3652183	10.2285258	10.2345209	11.0854147	9.33291088
case	9.54086507	7.93420479	7.39584535	10.3056239	11.4707692	9.92177877	10.4321105	8.2440113	9.0679409	8.52695816
case	10.5755162	11.663807	12.3245637	12.4874199	13.5050155	10.5204368	10.9512974	10.9253264	11.8580616	10.2009582
case	10.6647586	12.2690184	12.3571401	12.5405688	13.8063037	11.022072	10.5616907	11.3227362	11.6588727	10.9834375
case	10.6309679	12.2493327	12.5992587	12.1437993	13.6810718	10.8713139	10.8354459	10.6296293	11.090762	10.3641728
case	9.89038015	11.4881901	11.9271263	11.6229909	13.2637841	10.6274734	9.7717532	11.0865548	11.2402733	9.66537102
case	10.0549988	11.5326582	11.4916699	11.5914421	12.8429007	10.2858918	10.231525	10.6510705	10.996771	9.30332582
case	10.8012115	12.1906028	12.3845487	11.9959971	13.6275994	10.6692852	11.2608261	10.5187519	11.446221	10.230607
case	10.8962647	11.6704557	12.5554094	11.450576	13.4156547	10.2765975	10.2758785	10.5657007	11.9627293	9.84433227
case	10.554165	12.1186229	12.3588168	11.9611698	13.9803354	10.3542122	10.170849	10.7097796	11.3887837	9.98304931
case	9.44882835	9.02514857	9.7427215	10.3997816	10.6043941	9.58920116	9.65083465	9.44224129	9.77720368	8.28168936
case	10.5523743	11.3703382	12.3161683	11.8582249	13.6601528	10.7365745	10.4853948	11.0503837	11.6114623	9.69586548
case	9.80696949	10.7253231	11.5591995	11.5437092	13.8236733	10.9590172	10.5473455	10.9996503	11.4563203	10.356742
case	11.1384371	12.2093699	12.4072773	12.7236143	14.2177859	11.1637593	11.4209551	11.0213644	12.0328829	10.6542695
case	10.8224385	11.6034759	12.4914942	11.7353728	13.4839524	10.685345	10.8153866	10.5185429	10.9145714	10.1939797
case	9.31550338	10.7871946	11.6482087	11.0673254	12.7325246	10.6430477	9.02840795	10.617671	10.2369429	9.24068337
case	10.7656364	12.0845414	12.8539606	12.637668	13.904253	11.1644349	11.1471951	11.1395689	11.6252626	11.0219493
case	8.8540393	10.7351564	11.7834547	11.498595	13.6262993	10.4752307	9.50035179	10.7630956	10.585531	10.0678969
case	9.96624709	9.24293377	8.5835024	10.1901546	11.2609432	9.59598625	9.74487629	9.46057449	9.03939163	8.9396615
case	11.1205882	12.4340027	12.873897	11.7418556	13.5244933	10.8600673	10.9321313	11.1145886	12.0444219	10.2406886
case	11.3329719	11.6506047	11.7455181	12.0323705	13.4051395	10.9170406	10.5991974	9.11385316	11.7805364	10.2233115
case	11.1150128	12.7445525	13.1332625	12.5919549	14.2640801	11.1108107	11.3849091	11.1652432	12.1203974	10.9673996
case	10.6942881	11.5736711	12.4907039	11.9907691	13.7044092	10.8682313	10.8276261	10.1343353	11.8639992	10.0739224
case	10.7022077	12.5062639	12.5428106	11.8643053	13.5921753	10.9209955	10.5197719	11.1259713	11.4634772	10.2605016
case	9.08592379	8.96101697	7.72206745	8.57108518	10.6605184	9.30252537	9.26803843	9.29715047	9.60234591	8.34577666
case	10.4978665	9.71445162	9.95026313	11.7072814	13.0704539	10.7964563	10.9976426	10.5626444	10.4976853	9.64554119
case	10.375608	12.3487533	12.9664548	12.2717897	13.8859618	11.1952849	11.1658552	10.8043643	11.9187252	11.0386043
case	10.5400991	12.0347976	12.2462204	11.7900036	13.5179827	10.4120509	10.9799675	10.5734934	12.0520062	10.0599387
case	10.3200752	11.5147426	11.696443	12.0060559	13.2159792	10.1338109	10.7047851	10.2598615	11.005176	9.62940988
case	9.40379226	9.30054943	8.51762576	9.51618529	10.3094963	9.85309434	9.40088516	8.77191101	9.97571457	8.77345764
case	11.1582386	12.6025632	12.5673284	12.4253567	13.9005171	11.2423573	10.3972354	11.7982203	11.8791146	10.6520592
case	10.5827379	11.4240677	11.4921335	10.6154558	12.63372	9.59671245	9.9542662	9.07798925	10.361047	9.90873474
case	10.6316637	11.4237398	12.539472	12.3065767	12.8429824	10.735873	10.7670846	10.3237171	11.6476116	10.3970107
case	10.3013884	11.882345	12.3704296	11.5972533	12.5276826	10.1911332	10.2425849	10.3594914	11.0353417	10.1104057
case	9.69613533	11.4392692	11.3678628	11.7205611	13.3558307	10.8979973	10.4006398	10.1596101	11.4975488	9.8368344
case	9.89479416	11.8258747	11.3752963	11.0660743	10.7239233	10.3168159	10.3623135	10.1530759	11.144892	9.25300421
case	11.1860882	12.3962131	12.3515918	12.2863036	13.7087829	10.5867997	10.8040538	10.9253648	11.8065967	10.4807556
case	10.9276147	12.2705922	12.1740199	12.0408808	13.4539447	11.1838127	10.7876919	10.6868594	11.6813106	10.5321979
case	9.82850946	11.3279836	11.3523932	11.2322606	11.9081621	9.86079215	9.72355345	10.3169032	10.6345253	9.5350879
case	9.11337265	8.35882061	6.37491513	8.38839519	11.0079855	9.21080939	9.60235138	8.64702186	8.56666167	8.72364014
case	10.1400582	11.4435281	11.3881404	11.8816188	13.4411679	9.61381142	10.4245691	10.6496813	10.8841514	9.97266088
